Codigo,Unidade
6297056,HCF HOSPITAL CENTRAL DE FORTALEZA
6298338,VIGILANCIA EPIDEMIOLOGICA
6298583,SECRETARIA MUNICIPAL DE SAUDE DE CATALAO
6301452,SECRETARIA MUN DE SAUDE NOSSA SENHORA DAS DORES
6301762,SECRETARIA MUN DE SAUDE DE SAUDE TOMAR DO GERU
6311059,SERMEDE
6312314,HOSPITAL DE PORTO TROMBETAS
6313957,SECRETARIA MUNICIPAL DE SAUDE DE COLNIZA
6315968,SECRETARIA MUNICIPAL DE SAUDE DE PASSIRA
6321070,CENTRO MUNICIPAL DE SAUDE DE SANTA RITA DO TRIVELATO
6325602,SECRETARIA MUN DE SAUDE DE UMBAUBA
6325688,PRONTO SOCORRO MUNICIPAL DE CRAVINHOS
6326269,HOSPITAL MUNICIPAL SAO JOSE
6332420,UBS BARRAGEM
6332439,UBS JARDIM DAS FONTES
6332528,UBS VILA ROSCHEL
6338089,SECRETARIA MUNICIPAL DE SAUDE DE ALAGOA GRANDE
6339158,SECRETARIA MUN DE SAUDE DE SAO MIGUEL DO ALEIXO
6343171,SECRETARIA MUNICIPAL DE SAUDE
6345182,SMS DE CASCAVEL PR
6345433,SECRETARIA MUNICIPAL DE SAUDE DE AGUA FRIA DE GOIAS
6346960,SECRETARIA MUNICIPAL DE SAUDE DE NOSSA SENHORA DO SOCORRO
6350585,SECRETARIA MUNICIPAL DE SAUDE DE BATATAIS SP
6354726,SECRETARIA MUNICIPAL DE SAUDE DOM ELISEU
6355099,HOSPITAL UNIMED NORTE DO PARANA
6358403,SECRETARIA MUNICIPAL DE SAUDE DE FORMOSA
6358780,CENTRO DE SAUDE TEREZINHA DE MORAES ARSILLA
6359515,SMS IPERO
6359930,SECRETARIA MUNICIPAL DE SAUDE DE SERROLANDIA
6361447,SECRETARIA MUNICIPAL DE SAUDE DE QUIXERAMOBIM
6362982,SECRETARIA MUNICIPAL DE SAUDE DE SAO LUIZ DO QUITUNDE
6363261,HOSPITAL PRAIA DO CANTO
6363326,HOSPITAL VARGINHA
6363644,PRONTO ATENDIMENTO E CENTRO DE PROMOCAO A SAUDE UNIMED
6363989,SECRETARIA MUNICIPAL DE SAUDE DE LAMBARI DOESTE
6364691,SECRETARIA MUNICIPAL DE SALTO DO CEU
6364713,SECRETARIA MUNICIPAL DE SAUDE DE CACERES
6364810,HOSPITAL DR ROBERTO BINATTO
6365108,SECRETARIA MUNICIPAL DE SAUDE DE SAO FRANCISCO DO SUL
6365159,SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA
6365507,SMS DE COITE DO NOIA
6365612,HOSPITAL MUNICIPAL SAO JOSE DE ARCOS
6366937,SECRETARIA MUNICIPAL DE SAUDE DE RIO DE CONTAS
6367194,SECRETARIA MUNICIPAL DE SAUDE SAO CARLOS
6367682,SECRETARIA MUNICIPAL DE SAUDE DE QUEBRANGULO
6368018,SECRETARIA MUNICIPAL DE SAUDE DE CAPANEMA
6368867,SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRINHA RS
6369367,S I A S UNIMED LESTE FLUMINENSE
6370144,SECRETARIA DE SAUDE LAGOA VERMELHA
6370373,SECRETARIA MUNICIPAL DE SAUDE PALMEIRA DOESTE
6370977,SECRETARIA MUNICIPAL DE SAUDE DE REGISTRO
6373690,SECRETARIA MUNICIPAL DE SAUDE DE FELIZ DESERTO
6373712,SECRETARIA MUNICIPAL DE SAUDE DE TEOTONIO VILELA
6374336,SECRETARIA MUNICIPAL DE SAUDE DE DIAS D AVILA
6374751,SECRETARIA MUNICIPAL DE SAUDE
6374980,SECRETARIA MUNICIPAL DE SAUDE DO CABO DE SANTO AGOSTINHO
6375111,SECRETARIA DE SAUDE DE GARANHUNS
6375642,SECRETARIA MUNICIPAL DE SAUDE SANTO AMARO DA IMPERATRIZ
6375790,SECRETARIA DE SAUDE DE ITATIBA
6378234,SECRETARIA MUNICIPAL DE SAUDE DE DOIS IRMAOS
6378625,SECRETARIA MUN DE SAUDE ITAPORANGA
6380468,SECRETARIA MUNICIPAL DE SAUDE DE TAGUATINGA
6384757,DEPARTAMENTO MUNICIPAL DE SAUDE
6385451,PRONTO ATENDIMENTO MUNICIPAL DE CAMPOS BORGES
6387314,SECRETARIA MUNICIPAL DE SAUDE DE BELO JARDIM
6387535,SECRETARIA MUNICIPAL DE SAUDE FMS
6388671,HOSPITAL DO IDOSO ZILDA ARNS
6389058,SECRETARIA MUNICIPAL DE SAUDE DE XAMBIOA
6389104,HOSPITAL DE SANTO ANTONIO DA PATRULHA
6390390,SECRETARIA MUNICIPAL DA SAUDE SMS COLINA
6390889,SECRETARIA DE SAUDE DA VITORIA DE SANTO ANTAO
6393098,SECRETARIA MUNICIPAL DE SAUDE SEMUS SILVANOPOLIS
6394620,SECRETARIA MUNICIPAL DE SAUDE DE SAO LUDGERO
6394663,SAMU 192 TORRES USA
6396607,INNOVA HOSPITAIS ASSOCIADOS LTDA
6401457,SECRETARIA MUNICIPAL DE SAUDE DE DELMIRO GOUVEIA
6406920,VIGILANCIA EPIDEMIOLOGICA DE SERRANA
6408311,SECRETARIA MUNICIPAL DE SAUDE DE GRANJA
6408354,PRONTO ATENDIMENTO MUNICIPAL DE IPANEMA
6408621,SMS RUROPOLIS
6409199,SECRETARIA MUNICIPAL DE SAUDE DE SAO LOURENCO
6410413,SESAU SECRETARIA MUNICIPAL DE SAUDE
6411169,UNIDADE DE PRONTO ATENDIMENTO UPA 24H
6413668,SECRETARIA MUNICIPAL DE SAUDE
6413838,SECRETARIA MUNICIPAL DE SAUDE DE CRISTAL
6413900,SECRETARIA MUNICIPAL DE SAUDE DE GIRAU DO PONCIANO
6413943,SECRETARIA MUNICIPAL DE SAUDE POUSO ALEGRE
6414702,HOSPITAL REGIONAL DE SANTO ANTONIO DE JESUS
6415733,SECRETARIA MUNICIPAL DE SAUDE DE QUIXELO
6415784,SECRETARIA MUNICIPAL DE SAUDE COLINAS DO TOCANTINS
6416675,SEMUS DE ANDORINHA
6416683,SEMUS DE PONTO NOVO
6417396,SECRETARIA MUNICIPAL DUAS ESTRADAS
6418651,UPA SAO PEDRO
6419887,SECRETARIA MUNICIPAL DE SAUDE DE MARAU
6420060,SECRETARIA MUNICIPAL DE SAUDE DE ARAPUTANGA
6421369,DISTRITO DE SAUDE NORTE
6421377,DISTRITO DE SAUDE LESTE
6421393,DISTRITO DE SAUDE OESTE
6421482,SMS UPA 24H MANGUINHOS AP 31
6422152,CENTRAL DE VIGILANCIA EM SAUDE
6424104,CENTRO DE ESPECIALIDADE MARIAS DA GLORIA
6424341,HOSPITAL REGIONAL DO SUDOESTE WALTER ALBERTO PECOITS F B
6424449,SECRETARIA MUNICIPAL DE SAUDE DE JEQUIE
6424759,UNIDADE DE VIGILANCIA EM SAUDE DE PIO XII
6425380,SECRETARIA MUNICIPAL DE SAUDE DE PAULO AFONSO
6425542,HOSPITAL MUNICIPAL DE TRACUATEUA
6425674,AES NOVA IGUACU
6426190,HOSPITAL REGIONAL DR ALVARO FONTOURA SILVA
6426204,HOSPITAL INFANTIL DOUTOR WALDEMAR MONASTIER
6426247,HOSPITAL UNIMED DE CACAPAVA
6427138,HOSPITAL SAO MATHEUS
6427227,SECRETARIA MUNICIPAL DE SAUDE DE ALGODAO DE JANDAIRA
6427758,SECRETARIA MUNICIPAL DE SAUDE DE BRUMADO
6428037,HOSPITAL CASSEMS UNIDADE DE PARANAIBA
6429459,SMS DEPARTAMENTO MUNICIPAL DE SAUDE ALUMINIO
6430120,BP MIRANTE
6431569,HOSPITAL MIGUEL ARRAES
6433219,HOSPITAL DA UNIMED EM JUAZEIRO
6434290,SECRETARIA MUNICIPAL DE SAUDE DE CAMPINAS DO SUL
6434304,SECRETARIA MUNICIPAL DE SAUDE DE CARLOS GOMES
6434398,SECRETARIA MUNICIPAL DE SAUDE DE ESTACAO
6435882,SECRETARIA MUNICIPAL DE SAUDE TRES LAGOAS
6436366,IOP
6437699,SECRETARIA MUN SAUDE DE SANTO AMARO DAS BROTAS
6437745,HOSPITAL UNIMED UNIDADE CONTORNO
6439268,SECRETARIA MUNICIPAL DE SAUDE DE NOVO PROGRESSO
6439675,SECRETARIA DE SAUDE DE ELOI MENDES DR RUBEM PROCOPIO BUENO
6439837,UPA 24 HORAS DO 2 DISTRITO
6439993,UPA 24 HORAS AVENTUREIRO
6440630,HOSPITAL UNIMED
6441793,SECRETARIA MUNICIPAL DE SAUDE DE SANTA TEREZA
6442218,SECRETARIA MUNICIPAL DE SAUDE DE BRUSQUE
6443370,UPA IGARASSU
6443397,UPA OLINDA
6443419,UPA PAULISTA
6444954,HOSPITAL NOVA ALIANCA
6445071,SECRETARIA MUNCIPAL DE SAUDE DE CESARIO LANGE
6447287,SECRETARIA MUNICIPAL DE SAUDE DE GUAREI
6449409,SECRETARIA MUNICIPAL DE SAUDE DE GOIANIA
6449476,SECRETARIA MUNICIPAL DE SAUDE
6450237,SECRETARIA MUNICIPAL DE SAUDE DE SOCORRO SP
6450245,VIGILANCIA EM SAUDE MUNICIPAL SOCORRO SP
6451098,HOSPITAL DALILA FERREIRA BARBOSA
6451357,SECRETARIA MUNICIPAL DE SAUDE DE CARUARU
6451993,SERV ATEND ESPECIALIZADO SAE CENTRO TEST ACONSELHAMENTO CTA
6454283,INSTITUTO DE TERAPIA INTENSIVA DO TOCANTINS
6457401,POSTO DE SAUDE ALDEIA TROCARA
6461697,PRONTO SOCORRO MUNICIPAL ESPECIALIZADO AUGUSTO GUBERNATTI
6461875,SECRETARIA MUNICIPAL DE SAUDE DE RIO NOVO
6463487,UPA SANTA LUZIA
6467571,SECRETARIA MUNICIPAL DE SAUDE
6468918,US 141 SECRETARIA MUNICIPAL DE SAUDE DO RECIFE
6469205,HOSPITAL INFANTIL DE PALMAS
6469930,SECRETARIA MUNICIPAL DE SAUDE CORREIA PINTO
6471188,SECRETARIA DE SAUDE DO ESTADO DE PERNAMBUCO
6471692,SECRETARIA MUNICIPAL DE SAUDE DE MARTINOPOLE
6473113,INTERMEDICA CAMPO GRANDE
6473687,HOSPITAL AGNUS DEI
6481302,SECRETARIA MUNICPAL DE SAUDE DE JAPARATINGA
6481876,UPA IMBIRIBEIRA
6482783,SECRETARIA MUNICIPAL DE SAUDE
6483089,HOSPITAL MACRORREGIONAL DE URG E EMERG DE PRESIDENTE DUTRA
6485960,HOSPITAL MACEIO
6487777,SECRETARIA MUNICIPAL DA SAUDE
6487815,SMS UPA 24H VILA KENNEDY AP 51
6488315,UPA CAXANGA
6488714,UPA 24HS UNIDADE DE PRONTO ATENDIMENTO NATHAN GARCIA LEITAO
6489699,AMBULATORIO DE ESPECIALIDADES DA UNCISAL
6490425,FUNDO MUNICIPAL DE SAUDE DE MONTE ALEGRE
6492398,HOSPITAL SANTOS DUMONT
6492592,CLIOM
6497314,SANTA CASA
6500153,SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO
6500552,ASSOCIACAO GUIOMAR JESUS
6501125,SECRETARIA MUNICIPAL DE SAUDE DE TRAMANDAI
6501648,SECRETARIA MUNICIPAL DE SAUDE DE BRAGANCA
6501966,SECRETARIA MUNICIPAL DE SAUDE DE TRES CACHOEIRAS
6502377,UNIDADE DE VIGILANCIA EM SAUDE
6503802,SAMU 192
6507409,SMS UPA 24H ROCINHA AP 21
6507557,UPA SAO LOURENCO DA MATA
6508081,SECRETARIA MUNICIPAL DE SAUDE DE CAPAO DO LEAO
6508480,SECRETARIA MUNICIPAL DE SAUDE DE NOVA MARINGA
6512925,SMS UPA 24H COMPLEXO DO ALEMAO AP 31
6513468,SECRETARIA MUNICIPAL DE SAUDE BOA VISTA DO BURICA
6513743,SMS DE SAO SEBASTIAO DA AMOREIRA
6513999,SEMUS
6514065,CENTRO DIAGNOSTICO POR IMAGEM CLINICA IMAGEM HMC
6514820,SECRETARIA DE SAUDE DE SAO JOSE DO JACUIPE
6516173,SECRETARIA MUNICIPAL DE SAUDE DE DESCANSO
6516262,SMS IRAJUBA
6516300,SMS ILHA DE ITAMARACA
6518893,SES RJ HOSPITAL DA MULHER HELONEIDA STUDART
6519016,SECRETARIA MUNICIPAL DE SAUDE DE DIVISOPOLIS
6522734,HOSPITAL GERAL UNIMED
6522866,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DA FEIRA
6523412,SECRETARIA MUNICIPAL DE SAUDE DE CORNELIO PROCOPIO
6523641,SECRETARIA MUNICIPAL DE SAUDE DE DOIS IRMAOS
6525229,EQUIPE SAUDE DA FAMILIA DE GONZAGA
6525938,SECRETARIA MUNICIPAL DE SAUDE DE JOAO PESSOA
6528775,SECRETARIA MUNICIPAL DE SAUDE DE BRAS PIRES
6528856,SECRETARIA MUNICIPAL DE SAUDE DE BARRA DO RIBEIRO
6530389,UPA TORROES
6530842,SECRETARIA MUNICIPAL DE SAUDE DE MATA GRANDE AL
6531288,UPA 24H DE PAJUCARA
6531679,SECRETARIA MUNICIPAL DE SAUDE DE INHAPI
6533000,SECRETARIA MUNICIPAL DE SAUDE DE SANTA QUITERIA
6533957,SECRETARIA MUNICIPAL DA SAUDE DE CERES
6534228,UBS ALIPIO SERGIO CARLOS GARCIA
6534511,HOSPITAL DE OLHOS DE CORUMBA
6535267,UNIMED BR HOSPITAL JULIO NOBRE CRUZ
6535798,UPA DEMARCHI BATISTINI
6535836,SECRETARIA DE SAUDE DE SOBRAL
6536549,SECRETARIA MUNICIPAL DE SAUDE DE CANGUCU
6536603,SECRETARIA MUNICIPAL DE SAUDE DE SANTANA DA BOA VISTA
6536670,SECRETARIA MUNICIPAL DE SAUDE DE LAGOA REAL
6537588,SECRETARIA DE SAUDE BALNEARIO PINHAL
6537650,PRONTO ATENDIMENTO BOM JESUS
6538150,SECRETARIA MUNICIPAL DE SAUDE
6539017,SECRETARIA MUNICIPAL DE SAUDE DE OLINDA
6539858,SECRETARIA MUNICIPAL DE SAUDE DE ITAJAI
6541283,SECRETARIA MUNICIPAL DA SAUDE DE BARROQUINHA
6541364,SECRETARIA MUNICIPAL DE SAUDE SAO LOURENCO DO SUL
6541763,SECRETARIA MUNICIPAL DE SAUDE DE ITAQUITINGA
6542107,SECRETARIA MUNICIPAL DA SAUDE DE PIAU
6542204,SECRETARIA MUNICIPAL DE SAUDE DE AURILANDIA
6542638,HOSPITAL UNIVERSITARIO REGIONAL DOS CAMPOS GERAIS
6542891,UPA UNIDADE DE PRONTO ATENDIMENTO DE ARARUAMA
6543448,SECRETARIA MUNICIPAL DE SAUDE DE URANDI BA
6544347,SECRETARIA MUNICIPAL DE SAUDE DO CHUI
6546234,SECRETARIA MUNICIPAL DE SAUDE GENERAL CAMARA
6548741,SECRETARIA MUNICIPAL DA SAUDE DE CARIRE
6553567,HOSPITAL DAS CLINICAS DO MUNICIPIO DE TUNTUM
6553931,SECRETARIA MUNICIPAL DE SAUDE TUPARENDI
6558143,HOSPITAL TEREZA DE LISIEUX
6558275,SECRETARIA MUNICIPAL DE SAUDE DE LAJE
6558925,SECRETARIA MUNICIPAL DE SAUDE DE IBARAMA
6558992,UPA CURADO
6559131,HOSPITAL ESTADUAL
6559212,SECRETARIA MUNCIPAL DE SAUDE DE ITAPETIM
6559379,HOSPITAL DOM HELDER CAMARA
6559476,HOSPITAL MUNICIPAL DE MELGACO
6559565,UPA 24 HORAS ANGRA DOS REIS
6559905,SECRETARIA DA SAUDE
6562205,UPA BARRA DE JANGADA
6563252,SECRETARIA MUNICIPAL DE SAUDE DE ARARIPINA
6563570,HOSPITAL NEXT RUDGE RAMOS
6563694,SECRETARIA DE SAUDE DE SAO LOURENCO DA MATA
6565824,SECRETARIA MUNICIPAL DE SAUDE DO EXU
6566502,SECRETARIA MUNICIPAL DE SAUDE
6566537,SECRETARIA MUNICIPAL DE SAUDE SAO LUIZ DO NORTE
6566596,SECRETARIA MUNICIPAL DE SAUDE DE ARROIO GRANDE
6567525,SECRETARIA MUNICIPAL DE SAUDE DE SEBASTIAO LARANJEIRAS
6567681,SMS DE PARICONHA
6568343,HOSPITAL UNIV MONSENHOR JOAO BATISTA DE CARVALHO DALTRO
6569803,HOSPITAL MUNICIPAL ELPIDIO RODRIGUES PINTO
6570712,SECRETARIA MUNICIPAL DE SAUDE DE NOVA ITARANA
6571239,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO NORTE
6571360,SECRETARIA MUNICIPAL DE SAUDE DE VENANCIO AIRES
6571573,UPA SAO PEDRO
6571654,SMS DE CORTES
6572553,SECRETARIA MUNICIPAL DE SAUDE DE COARACI
6573916,SECRETARIA MUNICIPAL DE SAUDE
6575560,BH HOSPITAL GOVERNADOR ISRAEL PINHEIRO HGIP
6575900,SMS UPA 24H CIDADE DE DEUS AP 40
6575927,SECRETARIA MUNICIPAL DE SAUDE DE OBIDOS
6577687,SECRETARIA MUNICIPAL DE SAUDE DE MUTUIPE
6577997,SECRETARIA DE SAUDE DOS BARREIROS
6578373,HOSPITAL DE PEQUENO PORTE
6585701,SMS DE AGUA BRANCA
6586732,CASA CAMPINAS
6586848,SECRETARIA MUNICIPAL DE SAUDE DE LAGEDO DO TABOCAL
6587941,SECRETARIA MUNICIPAL DE SAUDE
6588425,UPA 24 HORAS NOVA FRIBURGO
6589839,SECRETARIA MUNICIPAL DE SAUDE DE MAFRA
6590322,CENTRO DE VIGILANCIA EM SAUDE DE ITURAMA
6590845,SECRETARIA MUNICIPAL DE SAUDE ARROIO DO PADRE
6591620,PRONTO ATENDIMENTO INFANTIL
6592635,VIGILANCIA EPIDEMIOLOGICA DE ITAQUAQUECETUBA
6595197,HOSPITAL DO SUBURBIO
6595421,SECRETARIA MUNICIPAL DE SAUDE DE BIRIGUI
6598544,SMS UPA 24 H JOAO XXIII AP 53
6598722,UNIDADE DE PRONTO ATENDIMENTO UPA
6599877,HOSPITAL REGIONAL DE CACOAL HRC
6600344,PRONTO ATENDIMENTO LUIZ GONZAGA ROCHA
6600409,SMS TRAJANO DE MORAES
6600433,SMS DE PALOTINA
6600476,HOSPITAL MUNICIPAL DE CAMPO ALEGRE DE LOURDES
6601308,SECRETARIA MUNICIPAL DE SAUDE DE MOCAJUBA
6601804,HOSPITAL E MATERNIDADE MUNICIPAL DR ODELMO LEAO CARNEIRO
6601839,SECRETARIA MUNICIPAL DA SAUDE DE TERRA DE AREIA
6602533,HOSPITAL ESTADUAL DA CRIANCA
6603378,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS
6604862,AME ITAPEVA EDISON OLIVEIRA MARTHO
6605311,SECRETARIA MUNCIPAL DE SAUDE DE NOVA GLORIA
6605605,HOSPITAL DO CORACAO DE CAMPINAS
6607667,UPA UNIAO ALVARENGA
6611044,HOSPITAL CASSEMS UNIDADE NAVIRAI
6611583,SECRETARIA MUNICIPAL DE SAUDE DE CANARANA
6612873,SECRETARIA MUNICIPAL DE SAUDE DE URUTAI
6613136,UNIDADE DE PRONTO ATENDIMENTO JOAO SAMEK
6613403,SECRETARIA MUNICIPAL DE SAUDE DE RIANAPOLIS
6613586,SERVICO DE VERIFICACAO DE OBITO SVO SESA
6614221,SECRETARIA MUNICIPAL DE SAUDE DE PIRES FERREIRA
6614426,HOSPITAL INFANTIL SABARA
6617271,SECRETARIA MUNICIPAL DE SAUDE DE TORRE DE PEDRA
6617646,VIGILANCIA EM SAUDE
6618464,UPA ENGENHO VELHO
6620833,SECRETARIA MUNICIPAL DE SAUDE DE SANTAREM
6621252,UNIDADE DE PRONTO ATENDIMENTO DE GARUVA
6625649,COMPLEXO HOSPITALAR UNIMED GUARULHOS
6627595,INSTITUTO DA MULHER DONA LINDU
6629385,UNIDADE DE PRONTO ATENDIMENTO UPA ITAGUAI
6629954,SES RJ UPA 24H SAO GONCALO I
6629989,SES RJ UPA 24H CAMPOS DOS GOYTACAZES
6631169,SMS UPA 24 H ENGENHO DE DENTRO AP 32
6631819,UPA CARUARU
6632211,CENTRO DIAGNOSTICO DO HOSPITAL SAO PAULO
6632858,UPA ACRIZIO MENEZES
6633064,CHS NOSSA SENHORA DAS GRACAS
6633919,SECRETARIA MUNICIPAL DE SAUDE
6635148,HOSPITAL UNIMED
6635172,UNIDADE DE PRONTO ATENDIMENTO UPA RIO BONITO
6635903,UPA UNIDADE DE PRONTO ATENDIMENTO BARRA
6638651,UNIMED RIO PA BARRA
6644996,HOSPITAL REGIONAL DE ITABAIANA
6646034,SES RJ UPA 24H NOVA IGUACU II BOTAFOGO
6650864,UPA RIACHO GRANDE
6652115,PRONTO ATENDIMENTO MUNICIPAL
6652204,SECRETARIA MUNICIPAL DE SAUDE DE AGUA BOA
6652875,CENTRO MEDICO SAO JOSE DOS LIRIOS LTDA
6653952,CENTRO MEDICO ILHA DO GOVERNADOR EIRELI
6654665,PRONTO ATENDIMENTO SANCTA MAGGIORE
6656951,HOSPITAL DE CAMPANHA COVID 19 SAO JOAO DA BARRA
6657885,HOSPITAL E MATERNIDADE MUNICIPAL SAO MIGUEL ARCANJO
6657958,ESF FRANCISCO ARAGAO
6659772,NEUROCCOR
6661467,SMS PRAINHA
6661904,SMS UPA 24H MADUREIRA AP 33
6665322,HOSPITAL ESTADUAL DE SANTA HELENA DE GOIAS HERSO
6665373,SECRETARIA DE SAUDE DE ALENQUER
6668143,HOSPITAL E MATERNIDADE VITORIA
6670385,HOSPITAL MUNICIPAL EDVALDO PEREIRA MAGALHAES
6671047,PMM SEMSA
6672906,SECRETARIA MUNICIPAL DE SAUDE DE SANTIAGO
6676081,UNIMED DE SANTOS PRAIA GRANDE
6679471,SECRETARIA MUNICIPAL DE SAUDE DE FLORESTA AZUL
6679528,HOSPITAL GERAL DE QUEIMADAS
6680305,HOSPITAL BAIA SUL
6680704,SMS UPA 24H COSTA BARROS AP 33
6681573,HOSPITAL NORTE DOR
6683134,HOSPITAL REGIONAL TEREZINHA GAIO BASSO
6683630,HOSPITAL E MATERNIDADE NOSSA SENHORA DO O RECIFE
6684572,SECRETARIA MUNICIPAL DE SAUDE DE SANTA FE DO ARAGUAIA
6686052,SECRETARIA MUNICIPAL DE SAUDE DE PEQUIZEIRO
6686923,HOSPITAL CASA RIO LARANJEIRAS UNIDADE BAMBINA
6690688,PRONTO ATENDIMENTO DE MARI
6690742,UPA CABO DE SANTO AGOSTINHO
6692494,SECRETARIA MUNICIPAL DE SAUDE
6696228,SECRETARIA MUNICIPAL DE SAUDE DE NOVO ARIPUANA
6696481,PRONTO ATENDIMENTO NOSSA SENHORA APARECIDA
6697054,CASU IRMA DENISE
6701930,SECRETARIA MUNICIPAL DE SAUDE DE ALTO HORIZONTE
6703437,UPA NOVA DESCOBERTA
6703690,SECRETARIA MUNICIPAL DE SAUDE DE PIRATINI
6705685,SECRETARIA MUNICIPAL DE SAUDE DE CRAVOLANDIA
6708714,UPA TIPO III SAMAMBAIA
6710158,HOSPITAL REGIONAL PUBLICO DO MARAJO
6712169,UPA RUI BARBOSA
6716504,SECRETARIA MUNICIPAL DE SAUDE
6716849,SMS COORD DE EMERGENCIA REGIONAL CER LEBLON AP 21
6716911,SMS COORD DE EMERGENCIA REGIONAL CER CENTRO AP 10
6716938,SMS COORD DE EMERGENCIA REGIONAL CER BARRA AP 40
6717993,SECRETARIA MUNICIPAL DE SAUDE DE MORRO REDONDO
6719287,SANTA CASA DE SUZANO UNIDADE II
6723950,HOSPITAL DE ESPECIALIDADES DE CAMARAGIBE ARISTEU CHAVES
6726852,UPA IBURA
6727743,SAO FRANCISCO SISTEMAS DE SAUDE S E LTDA PITANGUEIRAS
6730914,HOSPITAL SAO MATEUS
6734014,HOSPITAL ICARAI
6738451,SECRETARIA MUNICIPAL DE SAUDE DE ORIXIMINA
6740499,CENTRO DE REFERENCIA DE ESPECIALIDADES RAIMUNDO C DA SILVA
6740804,CENTRO DE TRATAMENTO DO INFARTO ANGIOCENTER
6741088,SECRETARIA MUNICIPAL DE SAUDE DE GOIATINS
6742017,UNIDADE DE PRONTO ATENDIMENTO MACAIBA UPA
6742831,SMS UPA 24H SENADOR CAMARA AP 51
6748139,CAPTAMED CUIDADOS CONTINUADOS LTDA
6750796,SECRETARIA MUNICIPAL DE SAUDE
6751172,SAMU 192 CENTRAL DA REGULACAO DAS URGENCIAS
6753469,HOSPITAL CENTRAL DO EXERCITO
6754325,UPA UNIDADE DE PRONTO ATENDIMENTO
6754775,PRONTO SOCORRO MUNICIPAL DR EDISON DANIEL DOS SANTOS MANO
6756670,SECRETARIA MUNICIPAL DE SAUDE
6757960,HOSPITAL E MATERNIDADE MUNICIPAL NOSSA SENHORA DA GRACA
6758622,SECRETARIA MUNICIPAL DE SAUDE DE TRAIRAO
6758983,SECRETARIA MUNICIPAL DE SAUDE DE BOA ESPERANCA
6759009,UNIDADE DE SAUDE SENHORA ONESIA BOTELHO
6761542,SMS DE CANDOI
6762344,SECRETARIA MUNICIPAL DE SAUDE DE AVEIRO
6763820,SECRETARIA MUNICIPAL DE SAUDE DE PLACAS
6764967,PRONTO ATENDIMENTO MUNICIPAL FORTUNATA GERMANA POZZOBON
6766641,SECRETARIA MUNICIPAL DE SAUDE DE PINHEIRO MACHADO
6767400,UPA DR DIORANDI FIGUEIRA DA COSTA
6771084,AES TATUAPE
6773907,INTENSICARE IOP
6776302,SECRETARIA MUNICIPAL DE SAUDE DE JUAZEIRO
6778348,SECRETARIA MUNICIPAL DE SAUDE DE SAO CAETANO DE ODIVELAS
6778550,HOSPITAL ESTADUAL TELECILA FREITAS FONTES
6779069,HOSPITAL GERAL DE TAILANDIA
6779522,HOSPITAL REGIONAL DO CARIRI
6785018,UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL IRIO TAINO
6788734,SECRETARIA MUNICIPAL DE SAUDE DE FARO
6792200,HOSPITAL VITORIA
6792782,PRONTO ATENDIMENTO DR ANTONIO BATALHA DE BARCELLOS PA GLORIA
6798128,UPA SAO JOAO DEL REI
6799132,SECRETARIA DE SAUDE DE SANTA MARIA DA VITORIA
6804357,SECRETARIA MUNICIPAL DA SAUDE DE HUMAITA
6804705,UPA MARY DOTA
6805752,SECRETARIA MUNICIPAL DE SAUDE DE MIRADOR
6808921,SECRETARIA MUNICIPAL DE SAUDE CANAPOLIS
6814344,SECRETARIA MUNICIPAL DE SAUDE DE IUIU
6817203,HOSPITAL DE CLINICAS CAIEIRAS
6817785,UBS CENTRO DE CORUPA
6819664,SECRETARIA MUNICIPAL DE SAUDE DE DARCINOPOLIS
6820387,SECRETARIA MUNICIPAL DE SAUDE DE COQUEIRAL
6821111,CLINERP
6821197,UPA PAULICEIA TABOAO
6822576,UPA BELA VISTA
6823351,HOSPITAL MUNICIPAL DE CASTELO
6825435,SECRETARIA MUNICIPAL DE SAUDE
6825893,SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRA PAULISTA
6826393,UPA PARQUE VITORIA
6829694,III GERENCIA REGIONAL DE SAUDE DE VILHENA
6830005,SECRETARIA MUNICIPAL DE SAUDE DE PRES BERNARDES SP
6832113,SECRETARIA MUNICIPAL DE SAUDE DE INGAI
6832725,HOSPITAL ABC UNIDADE AVANCADA PRESTES MAIA
6833195,POLICLINICA NAVAL DE SAO PEDRO DA ALDEIA
6834477,UPA DR JOSE POVOA MENDES
6842836,SECRETARIA MUNICIPAL DE SAUDE DE CACULE
6844103,INCARDIO
6844138,HOSPITAL SAO JOSE DE DOIS IRMAOS IBSAUDE
6844596,UPA BAETA NEVES
6847587,UPA ARACAGY
6848710,HOSPITAL REGIONAL NORTE
6849636,UPA AFONSO PENA
6850561,UNIDADE DE URGENCIA E EMERGENCIA DOCA
6851304,UPA VINHAIS
6851312,UPA CIDADE OPERARIA
6853781,METROPOLITANO HOSPITAL ESTADUAL LOUSITE FERREIRA DA SILVA
6854729,HOSPITAL MUNICIPAL RUTH CARDOSO
